Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
sty,bye,2,0,1,staI,3,?,1,3,9.1,baI,2,?,1,3,7.2,3,2,1
tie,bye,3,0,1,taI,2,?,1,3,8.69,baI,2,?,1,3,7.2,2,1,2
try,bye,2,0,1,traI,3,?,1,3,8.07,baI,2,?,1,3,7.2,3,2,1
why,bye,1,0,1,hwaI,3,?,1,3,9.89,baI,2,?,1,3,7.2,3,2,0
blab,cab,1,0,1,blab,4,a,1,4,5.85,kab,3,a,1,3,8.3,2,2,0
cap,cab,1,0,0,kap,3,a,1,3,8.46,kab,3,a,1,3,8.3,1,1,0
cash,cab,1,0,0,kaS,3,a,1,4,7.57,kab,3,a,1,3,8.3,2,1,0
crab,cab,2,0,1,krab,4,a,1,4,7.59,kab,3,a,1,3,8.3,1,1,1
cub,cab,1,0,0,kVb,3,?,1,3,8.44,kab,3,a,1,3,8.3,1,1,0
curb,cab,2,0,0,k3`b,3,3`,1,4,6.23,kab,3,a,1,3,8.3,2,2,1
lab,cab,7,0,1,lab,3,a,1,3,7.7,kab,3,a,1,3,8.3,1,1,3
ache,cache,1,0,0,ek,2,e,1,4,6.82,kaS,3,a,1,5,2.7,1,3,0
gauche,cache,1,0,0,goS,3,o,1,6,4.45,kaS,3,a,1,5,2.7,2,2,0
lash,cache,1,0,1,laS,3,a,1,4,7.58,kaS,3,a,1,5,2.7,3,1,0
cache,cachet,1,0,0,kaS,3,a,1,5,2.71,ka.Se,4,?,2,6,5.9,1,2,0
badge,cadet,1,0,0,badZ,3,a,1,5,4.66,k@.dEt,5,E,2,5,3.9,3,5,0
chafe,cafe,3,0,0,tSef,3,e,1,5,7.59,ka.fe,4,?,2,4,8.9,1,4,2
safe,cafe,4,0,0,sef,3,e,1,4,8.53,ka.fe,4,?,2,4,8.9,1,4,2
age,cage,9,0,1,edZ,2,e,1,3,8.68,kedZ,3,e,1,4,9.5,1,1,3
beige,cage,7,0,1,beZ,3,e,1,5,4.95,kedZ,3,e,1,4,9.5,3,2,3
gauge,cage,4,0,1,gedZ,3,e,1,5,5.72,kedZ,3,e,1,4,9.5,2,1,2
page,cage,2,0,1,pedZ,3,e,1,4,7.38,kedZ,3,e,1,4,9.5,1,1,1
plague,cage,2,0,0,pleg,4,e,1,6,4.74,kedZ,3,e,1,4,9.5,3,4,1
rage,cage,10,0,1,redZ,3,e,1,4,8.58,kedZ,3,e,1,4,9.5,1,1,3
range,cage,1,0,0,rendZ,4,e,1,5,4,kedZ,3,e,1,4,9.5,2,2,0
stage,cage,6,0,1,stedZ,4,e,1,5,6.59,kedZ,3,e,1,4,9.5,2,2,3
wage,cage,8,0,1,wedZ,3,e,1,4,7.82,kedZ,3,e,1,4,9.5,1,1,3
came,cain,1,0,0,kem,3,e,1,4,9.21,ken,3,e,1,4,8.4,2,1,0
ache,cake,1,0,1,ek,2,e,1,4,6.82,kek,3,e,1,4,9.4,3,1,0
bake,cake,16,1,1,bek,3,e,1,4,8.41,kek,3,e,1,4,9.4,1,1,3
brake,cake,4,0,1,brek,4,e,1,5,7.14,kek,3,e,1,4,9.4,2,2,2
cache,cake,1,0,0,kaS,3,a,1,5,2.71,kek,3,e,1,4,9.4,2,2,0
fake,cake,4,0,1,fek,3,e,1,4,8.52,kek,3,e,1,4,9.4,1,1,2
flake,cake,2,0,1,flek,4,e,1,5,7.42,kek,3,e,1,4,9.4,2,2,1
lake,cake,5,0,1,lek,3,e,1,4,7.93,kek,3,e,1,4,9.4,1,1,3
make,cake,4,0,1,mek,3,e,1,4,7.95,kek,3,e,1,4,9.4,1,1,2
rake,cake,3,0,1,rek,3,e,1,4,9.17,kek,3,e,1,4,9.4,1,1,2
shake,cake,3,0,1,Sek,3,e,1,5,7.54,kek,3,e,1,4,9.4,2,1,2
snake,cake,2,0,1,snek,4,e,1,5,6.39,kek,3,e,1,4,9.4,2,2,1
stake,cake,1,0,1,stek,4,e,1,5,7.8,kek,3,e,1,4,9.4,2,2,0
state,cake,1,0,0,stet,4,e,1,5,7.32,kek,3,e,1,4,9.4,3,3,0
steak,cake,1,0,1,stek,4,e,1,5,8.64,kek,3,e,1,4,9.4,4,2,0
take,cake,1,0,1,tek,3,e,1,4,8.08,kek,3,e,1,4,9.4,1,1,0
wake,cake,2,0,1,wek,3,e,1,4,8.36,kek,3,e,1,4,9.4,1,1,1
calve,calf,6,1,0,kav,3,a,1,5,7.02,kaf,3,a,1,4,7.6,2,1,3
cave,calf,1,0,0,kev,3,e,1,4,8.95,kaf,3,a,1,4,7.6,2,2,0
chafe,calf,1,0,0,tSef,3,e,1,5,7.59,kaf,3,a,1,4,7.6,3,3,0
cough,calf,1,0,0,kOf,3,O,1,5,5.62,kaf,3,a,1,4,7.6,4,1,0
golf,calf,1,0,0,gAlf,4,A,1,4,9.05,kaf,3,a,1,4,7.6,2,3,0
half,calf,25,0,1,haf,3,a,1,4,7.36,kaf,3,a,1,4,7.6,1,1,3
halve,calf,4,0,0,hav,3,a,1,5,4.58,kaf,3,a,1,4,7.6,3,2,2
have,calf,1,0,0,hav,3,a,1,4,7.5,kaf,3,a,1,4,7.6,3,2,0
laugh,calf,5,0,1,laf,3,a,1,5,3.54,kaf,3,a,1,4,7.6,4,1,3
staff,calf,2,0,1,staf,4,a,1,5,10.29,kaf,3,a,1,4,7.6,3,2,1
valve,calf,1,0,0,valv,4,a,1,5,6.15,kaf,3,a,1,4,7.6,3,3,0
all,call,2,0,1,Ol,2,O,1,3,6.8,kOl,3,O,1,4,7.9,1,1,1
ball,call,3,0,1,bOl,3,O,1,4,8.14,kOl,3,O,1,4,7.9,1,1,2
calf,call,2,0,0,kaf,3,a,1,4,7.57,kOl,3,O,1,4,7.9,1,2,1
cat,call,1,0,0,kat,3,a,1,3,8.76,kOl,3,O,1,4,7.9,2,2,0
coal,call,1,0,0,kol,3,o,1,4,7.65,kOl,3,O,1,4,7.9,2,1,0
doll,call,3,0,1,dAl,3,A,1,4,7.13,kOl,3,O,1,4,7.9,2,2,2
drawl,call,2,0,1,drOl,4,O,1,5,7.38,kOl,3,O,1,4,7.9,3,2,1
fall,call,2,0,1,fOl,3,O,1,4,9.46,kOl,3,O,1,4,7.9,1,1,1
haul,call,2,0,1,hOl,3,O,1,4,7.44,kOl,3,O,1,4,7.9,2,1,1
mall,call,1,0,1,mOl,3,O,1,4,8.36,kOl,3,O,1,4,7.9,1,1,0
pal,call,1,0,0,pal,3,a,1,3,8.42,kOl,3,O,1,4,7.9,2,2,0
scald,call,1,0,0,skOld,5,O,1,5,6.9,kOl,3,O,1,4,7.9,2,2,0
scalp,call,1,0,0,skalp,5,a,1,5,5.84,kOl,3,O,1,4,7.9,2,3,0
tall,call,1,0,1,tOl,3,O,1,4,8.98,kOl,3,O,1,4,7.9,1,1,0
vault,call,1,0,0,vOlt,4,O,1,5,5.92,kOl,3,O,1,4,7.9,3,2,0
wall,call,2,0,1,wOl,3,O,1,4,9.13,kOl,3,O,1,4,7.9,1,1,1
bald,called,10,0,1,bOld,4,O,1,4,7.09,kOld,4,O,1,6,4.5,3,1,3
fault,called,1,0,0,fOlt,4,O,1,5,7.98,kOld,4,O,1,6,4.5,4,2,0
halt,called,1,0,0,hOlt,4,O,1,4,7.45,kOld,4,O,1,6,4.5,4,2,0
scald,called,1,0,1,skOld,5,O,1,5,6.9,kOld,4,O,1,6,4.5,3,1,0
vault,called,1,0,0,vOlt,4,O,1,5,5.92,kOld,4,O,1,6,4.5,4,2,0
balm,calm,12,0,1,bAm,3,A,1,4,6.91,kAm,3,A,1,4,7.6,1,1,3
bomb,calm,3,0,0,bAm,3,A,1,4,7.54,kAm,3,A,1,4,7.6,4,1,2
calf,calm,2,0,0,kaf,3,a,1,4,7.57,kAm,3,A,1,4,7.6,1,2,1
calve,calm,1,0,0,kav,3,a,1,5,7.02,kAm,3,A,1,4,7.6,2,2,0
clam,calm,2,0,0,klam,4,a,1,4,7.77,kAm,3,A,1,4,7.6,2,2,1
comb,calm,2,0,0,kom,3,o,1,4,8.27,kAm,3,A,1,4,7.6,3,1,1
palm,calm,10,0,1,pAlm,4,A,1,4,7.61,kAm,3,A,1,4,7.6,1,2,3
calf,calve,1,1,0,kaf,3,a,1,4,7.57,kav,3,a,1,5,7,2,1,0
halve,calve,16,0,1,hav,3,a,1,5,4.58,kav,3,a,1,5,7,1,1,3
have,calve,5,0,1,hav,3,a,1,4,7.5,kav,3,a,1,5,7,2,1,3
valve,calve,4,0,0,valv,4,a,1,5,6.15,kav,3,a,1,5,7,1,2,2
calf,calves,1,1,0,kaf,3,a,1,4,7.57,kavz,4,a,1,6,5,3,2,0
halve,calves,1,0,0,hav,3,a,1,5,4.58,kavz,4,a,1,6,5,2,2,0
came,cam,2,0,0,kem,3,e,1,4,9.21,kam,3,a,1,3,9,1,1,1
ram,cam,1,0,1,ram,3,a,1,3,8.06,kam,3,a,1,3,9,1,1,0
aim,came,1,0,1,em,2,e,1,3,8.96,kem,3,e,1,4,9.2,3,1,0
blame,came,1,0,1,blem,4,e,1,5,6.96,kem,3,e,1,4,9.2,2,2,0
brain,came,1,0,0,bren,4,e,1,5,7.57,kem,3,e,1,4,9.2,4,3,0
cane,came,2,0,0,ken,3,e,1,4,8.33,kem,3,e,1,4,9.2,1,1,1
come,came,1,1,0,kVm,3,?,1,4,8.87,kem,3,e,1,4,9.2,1,1,0
flame,came,1,0,1,flem,4,e,1,5,7.87,kem,3,e,1,4,9.2,2,2,0
frame,came,2,0,1,frem,4,e,1,5,10.45,kem,3,e,1,4,9.2,2,2,1
game,came,2,0,1,gem,3,e,1,4,7.77,kem,3,e,1,4,9.2,1,1,1
mane,came,1,0,0,men,3,e,1,4,8,kem,3,e,1,4,9.2,2,2,0
rain,came,1,0,0,ren,3,e,1,4,8.13,kem,3,e,1,4,9.2,3,2,0
same,came,1,0,1,sem,3,e,1,4,9.28,kem,3,e,1,4,9.2,1,1,0
shame,came,4,0,1,Sem,3,e,1,5,7.82,kem,3,e,1,4,9.2,2,1,2
tame,came,1,0,1,tem,3,e,1,4,9.05,kem,3,e,1,4,9.2,1,1,0
cramp,camp,3,0,1,kramp,5,a,1,5,5.92,kamp,4,a,1,4,6.4,1,1,2
damp,camp,3,0,1,damp,4,a,1,4,7.1,kamp,4,a,1,4,6.4,1,1,2
lamp,camp,7,0,1,lamp,4,a,1,4,6.61,kamp,4,a,1,4,6.4,1,1,3
stamp,camp,3,0,1,stamp,5,a,1,5,6.88,kamp,4,a,1,4,6.4,2,2,2
swamp,camp,2,0,0,swAmp,5,A,1,5,6.87,kamp,4,a,1,4,6.4,2,3,1
tramp,camp,1,0,1,tramp,5,a,1,5,5.69,kamp,4,a,1,4,6.4,2,2,0
ban,can,1,0,1,ban,3,a,1,3,9.42,kan,3,a,1,3,9.4,1,1,0
bran,can,3,0,1,bran,4,a,1,4,7.06,kan,3,a,1,3,9.4,2,2,2
cane,can,1,0,0,ken,3,e,1,4,8.33,kan,3,a,1,3,9.4,1,1,0
con,can,1,0,0,kAn,3,A,1,3,8.67,kan,3,a,1,3,9.4,1,1,0
fan,can,2,0,1,fan,3,a,1,3,9.44,kan,3,a,1,3,9.4,1,1,1
man,can,4,0,1,man,3,a,1,3,9.32,kan,3,a,1,3,9.4,1,1,2
pan,can,3,0,1,pan,3,a,1,3,9.37,kan,3,a,1,3,9.4,1,1,2
plan,can,2,0,1,plan,4,a,1,4,8.21,kan,3,a,1,3,9.4,2,2,1
sand,can,1,0,0,sand,4,a,1,4,8.95,kan,3,a,1,3,9.4,2,2,0
tan,can,2,0,1,tan,3,a,1,3,9.51,kan,3,a,1,3,9.4,1,1,1
van,can,4,0,1,van,3,a,1,3,9.66,kan,3,a,1,3,9.4,1,1,2
brain,cane,1,0,1,bren,4,e,1,5,7.57,ken,3,e,1,4,8.3,4,2,0
came,cane,1,0,0,kem,3,e,1,4,9.21,ken,3,e,1,4,8.3,1,1,0
can,cane,1,0,0,kan,3,a,1,3,9.45,ken,3,e,1,4,8.3,1,1,0
cave,cane,1,0,0,kev,3,e,1,4,8.95,ken,3,e,1,4,8.3,1,1,0
chain,cane,1,0,1,tSen,3,e,1,5,6.33,ken,3,e,1,4,8.3,3,2,0
cone,cane,1,0,0,kon,3,o,1,4,7.97,ken,3,e,1,4,8.3,1,1,0
drain,cane,1,0,1,dren,4,e,1,5,7.83,ken,3,e,1,4,8.3,4,2,0
feign,cane,1,0,1,fen,3,e,1,5,6.53,ken,3,e,1,4,8.3,5,1,0
gain,cane,1,0,1,gen,3,e,1,4,7.91,ken,3,e,1,4,8.3,3,1,0
game,cane,1,0,0,gem,3,e,1,4,7.77,ken,3,e,1,4,8.3,2,2,0
kin,cane,1,0,0,kIn,3,I,1,3,8.78,ken,3,e,1,4,8.3,3,1,0
lane,cane,3,0,1,len,3,e,1,4,7.14,ken,3,e,1,4,8.3,1,1,2
main,cane,1,0,1,men,3,e,1,4,8.11,ken,3,e,1,4,8.3,3,1,0
mane,cane,1,0,1,men,3,e,1,4,8,ken,3,e,1,4,8.3,1,1,0
pain,cane,1,0,1,pen,3,e,1,4,7.51,ken,3,e,1,4,8.3,3,1,0
pane,cane,2,0,1,pen,3,e,1,4,7.25,ken,3,e,1,4,8.3,1,1,1
rain,cane,1,0,1,ren,3,e,1,4,8.13,ken,3,e,1,4,8.3,3,1,0
sprain,cane,1,0,1,spren,5,e,1,6,9.18,ken,3,e,1,4,8.3,5,3,0
vain,cane,2,0,1,ven,3,e,1,4,8.06,ken,3,e,1,4,8.3,3,1,1
sand,canned,1,0,1,sand,4,a,1,4,8.95,kand,4,a,1,6,5.7,3,1,0
can,cans,1,0,0,kan,3,a,1,3,9.45,kanz,4,a,1,4,7.4,1,1,0
cape,cap,3,0,0,kep,3,e,1,4,8.5,kap,3,a,1,3,8.5,1,1,2
cop,cap,2,0,0,kAp,3,A,1,3,7.78,kap,3,a,1,3,8.5,1,1,1
cup,cap,3,0,0,kVp,3,?,1,3,7.79,kap,3,a,1,3,8.5,1,1,2
flap,cap,2,0,1,flap,4,a,1,4,7.33,kap,3,a,1,3,8.5,2,2,1
lap,cap,3,0,1,lap,3,a,1,3,7.86,kap,3,a,1,3,8.5,1,1,2
map,cap,2,0,1,map,3,a,1,3,8.3,kap,3,a,1,3,8.5,1,1,1
nap,cap,5,0,1,nap,3,a,1,3,7.39,kap,3,a,1,3,8.5,1,1,3
rap,cap,2,0,1,rap,3,a,1,3,8.05,kap,3,a,1,3,8.5,1,1,1
sap,cap,2,0,1,sap,3,a,1,3,8.33,kap,3,a,1,3,8.5,1,1,1
scalp,cap,1,0,0,skalp,5,a,1,5,5.84,kap,3,a,1,3,8.5,2,2,0
scrap,cap,1,0,1,skrap,5,a,1,5,4.91,kap,3,a,1,3,8.5,2,2,0
slap,cap,1,0,1,slap,4,a,1,4,7.18,kap,3,a,1,3,8.5,2,2,0
tap,cap,2,0,1,tap,3,a,1,3,8.11,kap,3,a,1,3,8.5,1,1,1
wrap,cap,2,0,1,rap,3,a,1,4,6.84,kap,3,a,1,3,8.5,2,1,1
ape,cape,4,0,1,ep,2,e,1,3,8.72,kep,3,e,1,4,8.5,1,1,2
case,cape,1,0,0,kes,3,e,1,4,9.16,kep,3,e,1,4,8.5,1,1,0
cod,cape,2,1,0,kAd,3,A,1,3,7.81,kep,3,e,1,4,8.5,3,2,1
grape,cape,2,0,1,grep,4,e,1,5,6.89,kep,3,e,1,4,8.5,2,2,1
rape,cape,3,0,1,rep,3,e,1,4,7.53,kep,3,e,1,4,8.5,1,1,2
shape,cape,5,0,1,Sep,3,e,1,5,8.34,kep,3,e,1,4,8.5,2,1,3
tape,cape,3,0,1,tep,3,e,1,4,7.3,kep,3,e,1,4,8.5,1,1,2
corps,caps,1,0,0,kOr,3,O,1,5,4.98,kaps,4,a,1,4,6.8,2,3,0
bar,car,12,0,1,bAr,3,A,1,3,9.07,kAr,3,A,1,3,8.8,1,1,3
cab,car,1,0,0,kab,3,a,1,3,8.3,kAr,3,A,1,3,8.8,1,2,0
can,car,2,0,0,kan,3,a,1,3,9.45,kAr,3,A,1,3,8.8,1,2,1
card,car,2,0,0,kArd,4,A,1,4,8.37,kAr,3,A,1,3,8.8,1,1,1
care,car,2,0,0,kEr,3,E,1,4,8.66,kAr,3,A,1,3,8.8,1,1,1
cart,car,2,0,0,kArt,4,A,1,4,8.41,kAr,3,A,1,3,8.8,1,1,1
carve,car,6,0,0,kArv,4,A,1,5,5.45,kAr,3,A,1,3,8.8,2,1,3
charge,car,1,0,0,tSArdZ,4,A,1,6,11.96,kAr,3,A,1,3,8.8,3,4,0
crash,car,1,1,0,kraS,4,a,1,5,7.54,kAr,3,A,1,3,8.8,3,3,0
curb,car,1,0,0,k3`b,3,3`,1,4,6.23,kAr,3,A,1,3,8.8,2,3,0
czar,car,19,0,1,zAr,3,A,1,4,9.9,kAr,3,A,1,3,8.8,1,1,3
far,car,6,0,1,fAr,3,A,1,3,9.01,kAr,3,A,1,3,8.8,1,1,3
gear,car,1,0,0,gIr,3,I,1,4,9.06,kAr,3,A,1,3,8.8,2,2,0
mare,car,1,0,0,mEr,3,E,1,4,8.31,kAr,3,A,1,3,8.8,2,2,0
scar,car,17,0,1,skAr,4,A,1,4,7.38,kAr,3,A,1,3,8.8,1,1,3
scare,car,2,0,0,skEr,4,E,1,5,8.12,kAr,3,A,1,3,8.8,2,2,1
scarf,car,6,0,0,skArf,5,A,1,5,4.71,kAr,3,A,1,3,8.8,2,2,3
square,car,1,0,0,skwEr,5,E,1,6,7.43,kAr,3,A,1,3,8.8,4,3,0
star,car,6,0,1,stAr,4,A,1,4,7.53,kAr,3,A,1,3,8.8,2,2,3
steer,car,1,1,0,stIr,4,I,1,5,7.44,kAr,3,A,1,3,8.8,4,3,0
straw,car,1,0,0,strO,4,?,1,5,4.86,kAr,3,A,1,3,8.8,4,3,0
tar,car,12,0,1,tAr,3,A,1,3,9.1,kAr,3,A,1,3,8.8,1,1,3
war,car,2,0,0,wOr,3,O,1,3,9.39,kAr,3,A,1,3,8.8,1,2,1
cord,card,2,0,0,kOrd,4,O,1,4,7.94,kArd,4,A,1,4,8.4,1,1,1
hard,card,4,0,1,hArd,4,A,1,4,7.75,kArd,4,A,1,4,8.4,1,1,2
yard,card,5,0,1,jArd,4,A,1,4,8.68,kArd,4,A,1,4,8.4,1,1,3
air,care,3,0,1,Er,2,E,1,3,7.82,kEr,3,E,1,4,8.7,3,1,2
bear,care,3,0,1,bEr,3,E,1,4,8.88,kEr,3,E,1,4,8.7,3,1,2
cape,care,1,0,0,kep,3,e,1,4,8.5,kEr,3,E,1,4,8.7,1,2,0
car,care,1,0,0,kAr,3,A,1,3,8.84,kEr,3,E,1,4,8.7,1,1,0
cart,care,1,0,0,kArt,4,A,1,4,8.41,kEr,3,E,1,4,8.7,1,2,0
carve,care,1,0,0,kArv,4,A,1,5,5.45,kEr,3,E,1,4,8.7,1,2,0
curve,care,1,0,0,k3`v,3,3`,1,5,7.13,kEr,3,E,1,4,8.7,2,3,0
dare,care,6,0,1,dEr,3,E,1,4,7.85,kEr,3,E,1,4,8.7,1,1,3
flair,care,1,0,1,flEr,4,E,1,5,6.7,kEr,3,E,1,4,8.7,4,2,0
hair,care,2,0,1,hEr,3,E,1,4,8.68,kEr,3,E,1,4,8.7,3,1,1
heir,care,2,0,1,Er,2,E,1,4,8.12,kEr,3,E,1,4,8.7,4,1,1
lair,care,1,0,1,lEr,3,E,1,4,8.28,kEr,3,E,1,4,8.7,3,1,0
mare,care,2,0,1,mEr,3,E,1,4,8.31,kEr,3,E,1,4,8.7,1,1,1
prayer,care,1,0,0,prEr,4,E,1,6,7.52,kEr,3,E,1,4,8.7,4,2,0
rare,care,5,0,1,rEr,3,E,1,4,7.99,kEr,3,E,1,4,8.7,1,1,3
scar,care,1,0,0,skAr,4,A,1,4,7.38,kEr,3,E,1,4,8.7,2,2,0
scare,care,7,0,1,skEr,4,E,1,5,8.12,kEr,3,E,1,4,8.7,1,1,3
share,care,9,1,1,SEr,3,E,1,5,7.89,kEr,3,E,1,4,8.7,2,1,3
snare,care,3,0,1,snEr,4,E,1,5,8.06,kEr,3,E,1,4,8.7,2,2,2
spare,care,1,0,1,spEr,4,E,1,5,7.77,kEr,3,E,1,4,8.7,2,2,0
square,care,1,0,1,skwEr,5,E,1,6,7.43,kEr,3,E,1,4,8.7,3,2,0
stair,care,2,0,1,stEr,4,E,1,5,6.76,kEr,3,E,1,4,8.7,4,2,1
stare,care,4,0,1,stEr,4,E,1,5,9.15,kEr,3,E,1,4,8.7,2,2,2
swear,care,2,0,1,swEr,4,E,1,5,7.56,kEr,3,E,1,4,8.7,4,2,1
wear,care,4,0,1,wEr,3,E,1,4,8.72,kEr,3,E,1,4,8.7,3,1,2
where,care,1,0,1,hwEr,4,E,1,5,11.03,kEr,3,E,1,4,8.7,3,2,0
scare,cares,1,0,0,skEr,4,E,1,5,8.12,kErz,4,E,1,5,6.7,2,2,0
bless,caress,1,0,1,blEs,4,E,1,5,3.7,k@`.rEs,5,E,2,6,2.8,3,5,0
less,caress,1,0,1,lEs,3,E,1,4,6.96,k@`.rEs,5,E,2,6,2.8,3,5,0
scarf,carp,1,0,0,skArf,5,A,1,5,4.71,kArp,4,A,1,4,9.4,2,2,0
sharp,carp,1,0,1,SArp,4,A,1,5,6.87,kArp,4,A,1,4,9.4,2,1,0
scar,cars,1,0,0,skAr,4,A,1,4,7.38,kArz,4,A,1,4,7.6,2,2,0
art,cart,3,0,1,Art,3,A,1,3,8.84,kArt,4,A,1,4,8.4,1,1,2
chart,cart,2,0,1,tSArt,4,A,1,5,7.05,kArt,4,A,1,4,8.4,1,2,1
dart,cart,6,0,1,dArt,4,A,1,4,8.31,kArt,4,A,1,4,8.4,1,1,3
heart,cart,3,0,1,hArt,4,A,1,5,6.97,kArt,4,A,1,4,8.4,2,1,2
part,cart,4,0,1,pArt,4,A,1,4,7.18,kArt,4,A,1,4,8.4,1,1,2
quart,cart,1,0,1,kwOrt,5,O,1,5,6.17,kArt,4,A,1,4,8.4,2,2,0
smart,cart,5,0,1,smArt,5,A,1,5,8.03,kArt,4,A,1,4,8.4,2,2,3
start,cart,3,0,1,stArt,5,A,1,5,7.95,kArt,4,A,1,4,8.4,2,2,2
tart,cart,3,0,1,tArt,4,A,1,4,6.76,kArt,4,A,1,4,8.4,1,1,2
wart,cart,3,0,0,wOrt,4,O,1,4,8.4,kArt,4,A,1,4,8.4,1,2,2
arts,carts,5,0,1,Arts,4,A,1,4,7.13,kArts,5,A,1,5,6.4,1,1,3
calve,carve,1,0,0,kav,3,a,1,5,7.02,kArv,4,A,1,5,5.4,1,2,0
scarf,carve,1,0,0,skArf,5,A,1,5,4.71,kArv,4,A,1,5,5.4,3,2,0
starve,carve,16,0,1,stArv,5,A,1,6,4.11,kArv,4,A,1,5,5.4,2,2,3
base,case,4,0,1,bes,3,e,1,4,7.55,kes,3,e,1,4,9.2,1,1,2
cause,case,2,0,0,kOz,3,O,1,5,6.52,kes,3,e,1,4,9.2,1,2,1
chase,case,1,0,1,tSes,3,e,1,5,7.77,kes,3,e,1,4,9.2,1,2,0
grace,case,1,0,1,gres,4,e,1,5,7.37,kes,3,e,1,4,9.2,3,2,0
lace,case,2,0,1,les,3,e,1,4,7.28,kes,3,e,1,4,9.2,2,1,1
place,case,2,0,1,ples,4,e,1,5,7.61,kes,3,e,1,4,9.2,3,2,1
race,case,2,0,1,res,3,e,1,4,8.18,kes,3,e,1,4,9.2,2,1,1
space,case,1,0,1,spes,4,e,1,5,7.01,kes,3,e,1,4,9.2,3,2,0
trace,case,1,0,1,tres,4,e,1,5,8.17,kes,3,e,1,4,9.2,3,2,0
vase,case,10,0,0,ves,3,e,1,4,7.99,kes,3,e,1,4,9.2,1,1,3
ash,cash,8,0,1,aS,2,a,1,3,7.78,kaS,3,a,1,4,7.6,1,1,3
bash,cash,8,0,1,baS,3,a,1,4,7.1,kaS,3,a,1,4,7.6,1,1,3
cache,cash,7,0,1,kaS,3,a,1,5,2.71,kaS,3,a,1,4,7.6,2,0,3
check,cash,1,1,0,tSEk,3,E,1,5,7.97,kaS,3,a,1,4,7.6,4,4,0
crash,cash,1,0,1,kraS,4,a,1,5,7.54,kaS,3,a,1,4,7.6,1,1,0
dash,cash,6,0,1,daS,3,a,1,4,7.81,kaS,3,a,1,4,7.6,1,1,3
flash,cash,4,0,1,flaS,4,a,1,5,6.79,kaS,3,a,1,4,7.6,2,2,2
lash,cash,5,0,1,laS,3,a,1,4,7.58,kaS,3,a,1,4,7.6,1,1,3
mash,cash,5,0,1,maS,3,a,1,4,7.9,kaS,3,a,1,4,7.6,1,1,3
rash,cash,1,0,1,raS,3,a,1,4,7.57,kaS,3,a,1,4,7.6,1,1,0
smash,cash,3,0,1,smaS,4,a,1,5,6.18,kaS,3,a,1,4,7.6,2,2,2
trash,cash,2,0,1,traS,4,a,1,5,7.38,kaS,3,a,1,4,7.6,2,2,1
wash,cash,2,0,0,wAS,3,A,1,4,7.6,kaS,3,a,1,4,7.6,1,2,1
ask,cask,2,0,1,ask,3,a,1,3,7.42,kask,4,a,1,4,8.6,1,1,1
bask,cask,3,0,1,bask,4,a,1,4,7.81,kask,4,a,1,4,8.6,1,1,2
flask,cask,2,0,1,flask,5,a,1,5,8.14,kask,4,a,1,4,8.6,2,2,1
mask,cask,1,0,1,mask,4,a,1,4,7.04,kask,4,a,1,4,8.6,1,1,0
task,cask,2,0,1,task,4,a,1,4,7.78,kask,4,a,1,4,8.6,1,1,1
blast,cast,2,0,1,blast,5,a,1,5,6.25,kast,4,a,1,4,8.4,2,2,1
cause,cast,1,0,0,kOz,3,O,1,5,6.52,kast,4,a,1,4,8.4,2,3,0
coast,cast,1,0,0,kost,4,o,1,5,7.4,kast,4,a,1,4,8.4,1,1,0
fast,cast,5,0,1,fast,4,a,1,4,8.47,kast,4,a,1,4,8.4,1,1,3
last,cast,1,0,1,last,4,a,1,4,8.4,kast,4,a,1,4,8.4,1,1,0
past,cast,2,0,1,past,4,a,1,4,8.11,kast,4,a,1,4,8.4,1,1,1
vast,cast,7,0,1,vast,4,a,1,4,7.83,kast,4,a,1,4,8.4,1,1,3
baste,caste,2,0,0,best,4,e,1,5,8.02,kast,4,a,1,5,7.3,1,2,1
class,caste,1,0,0,klas,4,a,1,5,6.98,kast,4,a,1,5,7.3,3,2,0
taste,caste,1,0,0,test,4,e,1,5,7.58,kast,4,a,1,5,7.3,1,2,0
cast,casting,1,1,0,kast,4,a,1,4,8.39,kast.IN,6,a,2,7,6.6,3,3,0
bat,cat,6,0,1,bat,3,a,1,3,9.06,kat,3,a,1,3,8.8,1,1,3
brat,cat,3,0,1,brat,4,a,1,4,7.13,kat,3,a,1,3,8.8,2,2,2
cab,cat,1,0,0,kab,3,a,1,3,8.3,kat,3,a,1,3,8.8,1,1,0
catch,cat,3,0,0,katS,3,a,1,5,7.78,kat,3,a,1,3,8.8,2,1,2
colt,cat,1,0,0,kolt,4,o,1,4,7.28,kat,3,a,1,3,8.8,2,2,0
court,cat,1,0,0,kOrt,4,O,1,5,10.45,kat,3,a,1,3,8.8,3,2,0
dart,cat,1,0,0,dArt,4,A,1,4,8.31,kat,3,a,1,3,8.8,2,3,0
fact,cat,1,0,0,fakt,4,a,1,4,8.71,kat,3,a,1,3,8.8,2,2,0
fat,cat,9,0,1,fat,3,a,1,3,8.57,kat,3,a,1,3,8.8,1,1,3
flat,cat,3,0,1,flat,4,a,1,4,6.4,kat,3,a,1,3,8.8,2,2,2
