Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
comb,doom,1,0,0,kom,3,o,1,4,8.27,dum,3,u,1,4,8.8,3,2,0
dumb,doom,1,0,0,dVm,3,?,1,4,8.18,dum,3,u,1,4,8.8,3,1,0
groom,doom,2,0,1,grum,4,u,1,5,6.75,dum,3,u,1,4,8.8,2,2,1
tomb,doom,4,0,1,tum,3,u,1,4,8.04,dum,3,u,1,4,8.8,3,1,2
whom,doom,5,0,1,hum,3,u,1,4,5.98,dum,3,u,1,4,8.8,2,1,3
zoom,doom,2,0,1,zum,3,u,1,4,8.54,dum,3,u,1,4,8.8,1,1,1
chore,door,3,0,1,tSOr,3,O,1,5,7.21,dOr,3,O,1,4,5.5,3,2,2
dorm,door,3,0,0,dOrm,4,O,1,4,7.36,dOr,3,O,1,4,5.5,2,1,2
for,door,3,0,1,fOr,3,O,1,3,7.67,dOr,3,O,1,4,5.5,2,1,2
knob,door,1,0,0,nAb,3,A,1,4,7.69,dOr,3,O,1,4,5.5,3,3,0
or,door,1,0,1,Or,2,O,1,2,9.72,dOr,3,O,1,4,5.5,2,1,0
pour,door,1,0,1,pOr,3,O,1,4,7.86,dOr,3,O,1,4,5.5,2,1,0
shore,door,1,0,1,SOr,3,O,1,5,7.9,dOr,3,O,1,4,5.5,3,1,0
war,door,2,0,1,wOr,3,O,1,3,9.39,dOr,3,O,1,4,5.5,3,1,1
dot,dope,1,0,0,dAt,3,A,1,3,9.29,dop,3,o,1,4,7.6,2,2,0
pope,dope,14,0,1,pop,3,o,1,4,7.56,dop,3,o,1,4,7.6,1,1,3
slope,dope,6,0,1,slop,4,o,1,5,5.69,dop,3,o,1,4,7.6,2,2,3
form,dorm,11,0,1,fOrm,4,O,1,4,8.27,dOrm,4,O,1,4,7.4,1,1,3
storm,dorm,3,0,1,stOrm,5,O,1,5,9.29,dOrm,4,O,1,4,7.4,2,2,2
worm,dorm,1,0,0,w3`m,3,3`,1,4,9.07,dOrm,4,O,1,4,7.4,1,3,0
doze,dose,1,0,0,doz,3,o,1,4,7.46,dos,3,o,1,4,7.9,1,1,0
hose,dose,1,0,0,hoz,3,o,1,4,8.7,dos,3,o,1,4,7.9,1,2,0
blot,dot,2,0,1,blAt,4,A,1,4,8.44,dAt,3,A,1,3,9.3,2,2,1
hot,dot,1,0,1,hAt,3,A,1,3,8.59,dAt,3,A,1,3,9.3,1,1,0
not,dot,1,0,1,nAt,3,A,1,3,8.89,dAt,3,A,1,3,9.3,1,1,0
rot,dot,1,0,1,rAt,3,A,1,3,8.92,dAt,3,A,1,3,9.3,1,1,0
spot,dot,8,1,1,spAt,4,A,1,4,7.16,dAt,3,A,1,3,9.3,2,2,3
watt,dot,1,0,1,wAt,3,A,1,4,7.65,dAt,3,A,1,3,9.3,3,1,0
dunce,douche,1,0,0,dVns,4,?,1,5,7.92,duS,3,u,1,6,6.1,3,3,0
touch,douche,1,0,0,tVtS,3,?,1,5,8.2,duS,3,u,1,6,6.1,2,3,0
cough,dough,1,0,0,kOf,3,O,1,5,5.62,do,2,o,1,5,5.4,1,3,0
doe,dough,1,0,1,do,2,o,1,3,8.45,do,2,o,1,5,5.4,3,0,0
loaf,dough,1,1,0,lof,3,o,1,4,8.29,do,2,o,1,5,5.4,4,2,0
tour,dour,1,0,0,tUr,3,U,1,4,8.3,daUr,3,aU,1,4,8.6,1,2,0
joust,doused,4,0,1,dZaUst,4,aU,1,5,3.95,daUst,4,aU,1,6,3.5,3,1,2
dive,dove,2,1,0,daIv,3,aI,1,4,8.23,dVv,3,?,1,4,7.8,1,2,1
grove,dove,3,0,1,grov,4,o,1,5,7.71,dVv,3,?,1,4,7.8,2,3,2
mauve,dove,2,0,0,mov,3,o,1,5,5.3,dVv,3,?,1,4,7.8,3,2,1
of,dove,6,0,1,Vv,2,?,1,2,9.93,dVv,3,?,1,4,7.8,3,1,3
shove,dove,11,0,1,SVv,3,?,1,5,7.44,dVv,3,?,1,4,7.8,2,1,3
suave,dove,1,0,0,swAv,4,A,1,5,7.51,dVv,3,?,1,4,7.8,3,3,0
brown,down,4,0,1,braUn,4,aU,1,5,6.91,daUn,3,aU,1,4,6.5,2,2,2
count,down,1,1,0,kaUnt,4,aU,1,5,8.62,daUn,3,aU,1,4,6.5,3,2,0
do,down,1,0,0,du,2,u,1,2,10.71,daUn,3,aU,1,4,6.5,2,3,0
drown,down,3,0,0,draUn,4,aU,1,5,9.02,daUn,3,aU,1,4,6.5,1,1,2
frown,down,14,0,1,fraUn,4,aU,1,5,8.8,daUn,3,aU,1,4,6.5,2,2,3
kneel,down,1,0,0,nil,3,i,1,5,6.38,daUn,3,aU,1,4,6.5,5,4,0
town,down,4,0,1,taUn,3,aU,1,4,6.45,daUn,3,aU,1,4,6.5,1,1,2
doe,doze,1,0,0,do,2,o,1,3,8.45,doz,3,o,1,4,7.5,1,1,0
rose,doze,1,0,1,roz,3,o,1,4,7.79,doz,3,o,1,4,7.5,2,1,0
blab,drab,4,0,1,blab,4,a,1,4,5.85,drab,4,a,1,4,7,2,2,2
crab,drab,8,0,1,krab,4,a,1,4,7.59,drab,4,a,1,4,7,1,1,3
grab,drab,5,0,1,grab,4,a,1,4,7.48,drab,4,a,1,4,7,1,1,3
slab,drab,6,0,1,slab,4,a,1,4,6.15,drab,4,a,1,4,7,2,2,3
craft,draft,4,0,1,kraft,5,a,1,5,7.15,draft,5,a,1,5,7.5,1,1,2
drift,draft,2,0,0,drIft,5,I,1,5,9.56,draft,5,a,1,5,7.5,1,1,1
have,draft,1,0,0,hav,3,a,1,4,7.5,draft,5,a,1,5,7.5,4,4,0
path,draft,1,0,0,paT,3,a,1,4,6.64,draft,5,a,1,5,7.5,4,4,0
staff,draft,1,0,0,staf,4,a,1,5,10.29,draft,5,a,1,5,7.5,3,3,0
draught,drag,1,0,0,draft,5,a,1,7,6.51,drag,4,a,1,4,7,3,2,0
flag,drag,1,0,1,flag,4,a,1,4,6.59,drag,4,a,1,4,7,2,2,0
rag,drag,3,0,1,rag,3,a,1,3,8,drag,4,a,1,4,7,1,1,2
blame,drain,1,0,0,blem,4,e,1,5,6.96,dren,4,e,1,5,7.8,4,3,0
brand,drain,1,0,0,brand,5,a,1,5,6.74,dren,4,e,1,5,7.8,3,3,0
drench,drain,1,0,0,drEntS,5,E,1,6,8.44,dren,4,e,1,5,7.8,4,3,0
pain,drain,1,0,1,pen,3,e,1,4,7.51,dren,4,e,1,5,7.8,2,2,0
rain,drain,5,1,1,ren,3,e,1,4,8.13,dren,4,e,1,5,7.8,1,1,3
stain,drain,5,0,1,sten,4,e,1,5,6.8,dren,4,e,1,5,7.8,2,2,3
vain,drain,1,0,1,ven,3,e,1,4,8.06,dren,4,e,1,5,7.8,2,2,0
brake,drake,1,0,1,brek,4,e,1,5,7.14,drek,4,e,1,5,5.8,1,1,0
lake,drake,2,0,1,lek,3,e,1,4,7.93,drek,4,e,1,5,5.8,2,2,1
blank,drank,1,0,1,blaNk,5,a,1,5,7.26,draNk,5,a,1,5,7.7,2,2,0
drunk,drank,2,1,0,drVNk,5,?,1,5,6.87,draNk,5,a,1,5,7.7,1,1,1
prank,drank,1,0,1,praNk,5,a,1,5,6.53,draNk,5,a,1,5,7.7,1,1,0
spank,drank,1,0,1,spaNk,5,a,1,5,6.18,draNk,5,a,1,5,7.7,2,2,0
tank,drank,2,0,1,taNk,4,a,1,4,7.65,draNk,5,a,1,5,7.7,2,2,1
cape,drape,6,0,1,kep,3,e,1,4,8.5,drep,4,e,1,5,5,2,2,3
rape,drape,5,0,1,rep,3,e,1,4,7.53,drep,4,e,1,5,5,1,1,3
tape,drape,1,0,1,tep,3,e,1,4,7.3,drep,4,e,1,5,5,2,2,0
flat,drat,1,0,1,flat,4,a,1,4,6.4,drat,4,a,1,4,7.1,2,2,0
rat,drat,2,0,1,rat,3,a,1,3,8.28,drat,4,a,1,4,7.1,1,1,1
what,draught,1,0,0,hwVt,4,?,1,4,6.7,draft,5,a,1,7,6.5,5,4,0
crawl,draw,1,0,0,krOl,4,O,1,5,5.3,drO,3,O,1,4,7,2,2,0
dent,draw,1,0,0,dEnt,4,E,1,4,8.33,drO,3,O,1,4,7,3,3,0
drain,draw,1,0,0,dren,4,e,1,5,7.83,drO,3,O,1,4,7,2,2,0
drawl,draw,9,0,0,drOl,4,O,1,5,7.38,drO,3,O,1,4,7,1,1,3
drown,draw,1,0,0,draUn,4,aU,1,5,9.02,drO,3,O,1,4,7,2,3,0
saw,draw,1,0,1,sO,2,O,1,3,8.22,drO,3,O,1,4,7,2,2,0
thaw,draw,1,0,1,TO,2,O,1,4,8.46,drO,3,O,1,4,7,2,2,0
drawl,drawer,1,0,0,drOl,4,O,1,5,7.38,drOr,4,O,1,6,7,2,1,0
draw,drawl,1,0,0,drO,3,O,1,4,7.02,drOl,4,O,1,5,7.4,1,1,0
lawn,drawn,1,0,1,lOn,3,O,1,4,6.94,drOn,4,O,1,5,6.6,2,2,0
swan,drawn,1,0,1,swAn,4,A,1,4,7.62,drOn,4,O,1,5,6.6,3,3,0
bead,dread,1,0,0,bid,3,i,1,4,9.44,drEd,4,E,1,5,7.1,2,3,0
dead,dread,2,0,1,dEd,3,E,1,4,9.74,drEd,4,E,1,5,7.1,1,1,1
red,dread,2,0,1,rEd,3,E,1,3,8.64,drEd,4,E,1,5,7.1,2,1,1
shed,dread,1,0,1,SEd,3,E,1,4,6.66,drEd,4,E,1,5,7.1,3,2,0
beam,dream,1,0,1,bim,3,i,1,4,8.21,drim,4,i,1,5,6.1,2,2,0
cream,dream,16,0,1,krim,4,i,1,5,6.86,drim,4,i,1,5,6.1,1,1,3
drug,dream,1,0,0,drVg,4,?,1,4,6.39,drim,4,i,1,5,6.1,3,2,0
rim,dream,1,0,0,rIm,3,I,1,3,9.13,drim,4,i,1,5,6.1,3,2,0
scream,dream,8,0,1,skrim,5,i,1,6,9.36,drim,4,i,1,5,6.1,2,2,3
seem,dream,6,0,1,sim,3,i,1,4,7.79,drim,4,i,1,5,6.1,3,2,3
stream,dream,6,0,1,strim,5,i,1,6,8.37,drim,4,i,1,5,6.1,2,2,3
theme,dream,2,0,1,Tim,3,i,1,5,11.1,drim,4,i,1,5,6.1,4,2,1
dance,dreamt,1,0,0,dans,4,a,1,5,7.02,drEmt,5,E,1,6,8.2,5,4,0
ledge,dredge,3,0,1,lEdZ,3,E,1,5,7.59,drEdZ,4,E,1,6,7.7,2,2,2
bench,drench,1,0,1,bEntS,4,E,1,5,6.95,drEntS,5,E,1,6,8.4,2,2,0
douche,drench,1,0,0,duS,3,u,1,6,6.13,drEntS,5,E,1,6,8.4,4,4,0
stench,drench,1,0,1,stEntS,5,E,1,6,1.61,drEntS,5,E,1,6,8.4,2,2,0
bless,dress,7,0,1,blEs,4,E,1,5,3.7,drEs,4,E,1,5,6.9,2,2,3
guess,dress,1,0,1,gEs,3,E,1,5,9.6,drEs,4,E,1,5,6.9,2,2,0
mess,dress,11,0,1,mEs,3,E,1,4,7.61,drEs,4,E,1,5,6.9,2,2,3
stress,dress,12,0,1,strEs,5,E,1,6,0.69,drEs,4,E,1,5,6.9,2,2,3
best,dressed,1,1,1,bEst,4,E,1,4,8.22,drEst,5,E,1,7,7.9,5,2,0
drawer,dresser,1,1,0,drOr,4,O,1,6,6.97,drEs.@`,5,E,2,7,6.3,3,5,0
brew,drew,2,0,1,bru,3,u,1,4,8,dru,3,u,1,4,8.5,1,1,1
cue,drew,1,0,1,kju,3,u,1,3,8.87,dru,3,u,1,4,8.5,3,2,0
draw,drew,2,1,0,drO,3,O,1,4,7.02,dru,3,u,1,4,8.5,1,1,1
few,drew,1,0,1,fju,3,u,1,3,7.63,dru,3,u,1,4,8.5,2,2,0
guide,dried,1,0,1,gaId,3,aI,1,5,6.78,draId,4,aI,1,5,7.6,4,2,0
lift,drift,3,0,1,lIft,4,I,1,4,7.98,drIft,5,I,1,5,9.6,2,2,2
swift,drift,7,0,1,swIft,5,I,1,5,9.65,drIft,5,I,1,5,9.6,2,2,3
bill,drill,1,0,1,bIl,3,I,1,4,8.34,drIl,4,I,1,5,5.2,2,2,0
dill,drill,10,0,1,dIl,3,I,1,4,9.05,drIl,4,I,1,5,5.2,1,1,3
fill,drill,3,0,1,fIl,3,I,1,4,9.53,drIl,4,I,1,5,5.2,2,2,2
gill,drill,2,0,1,gIl,3,I,1,4,8.31,drIl,4,I,1,5,5.2,2,2,1
hill,drill,2,0,1,hIl,3,I,1,4,8.69,drIl,4,I,1,5,5.2,2,2,1
pill,drill,2,0,1,pIl,3,I,1,4,8.54,drIl,4,I,1,5,5.2,2,2,1
sill,drill,2,0,1,sIl,3,I,1,4,8.79,drIl,4,I,1,5,5.2,2,2,1
spill,drill,6,0,1,spIl,4,I,1,5,7.9,drIl,4,I,1,5,5.2,2,2,3
will,drill,2,0,1,wIl,3,I,1,4,8.54,drIl,4,I,1,5,5.2,2,2,1
drunk,drink,2,0,0,drVNk,5,?,1,5,6.87,drINk,5,I,1,5,5.1,1,1,1
ink,drink,1,0,1,INk,3,I,1,3,8.3,drINk,5,I,1,5,5.1,2,2,0
mink,drink,2,0,1,mINk,4,I,1,4,8.43,drINk,5,I,1,5,5.1,2,2,1
print,drink,1,0,0,prInt,5,I,1,5,7.38,drINk,5,I,1,5,5.1,2,3,0
sink,drink,2,0,1,sINk,4,I,1,4,7.73,drINk,5,I,1,5,5.1,2,2,1
spike,drink,1,1,0,spaIk,4,aI,1,5,7.55,drINk,5,I,1,5,5.1,4,4,0
brick,drip,1,0,0,brIk,4,I,1,5,6.95,drIp,4,I,1,4,8.5,3,2,0
dim,drip,1,0,0,dIm,3,I,1,3,9.1,drIp,4,I,1,4,8.5,2,2,0
dirt,drip,1,0,0,d3`t,3,3`,1,4,7.01,drIp,4,I,1,4,8.5,3,3,0
flip,drip,3,0,1,flIp,4,I,1,4,7.4,drIp,4,I,1,4,8.5,2,2,2
hip,drip,2,0,1,hIp,3,I,1,3,8.14,drIp,4,I,1,4,8.5,2,2,1
rip,drip,3,0,1,rIp,3,I,1,3,8.04,drIp,4,I,1,4,8.5,1,1,2
skip,drip,1,0,1,skIp,4,I,1,4,7.78,drIp,4,I,1,4,8.5,2,2,0
strip,drip,2,0,1,strIp,5,I,1,5,4.28,drIp,4,I,1,4,8.5,2,2,1
trip,drip,1,0,1,trIp,4,I,1,4,7.15,drIp,4,I,1,4,8.5,1,1,0
dive,drive,6,0,1,daIv,3,aI,1,4,8.23,draIv,4,aI,1,5,8.8,1,1,3
hive,drive,1,0,1,haIv,3,aI,1,4,9.02,draIv,4,aI,1,5,8.8,2,2,0
prime,drive,1,0,0,praIm,4,aI,1,5,7.66,draIv,4,aI,1,5,8.8,2,2,0
tribe,drive,1,0,0,traIb,4,aI,1,5,5.77,draIv,4,aI,1,5,8.8,2,2,0
bone,drone,1,0,1,bon,3,o,1,4,7.68,dron,4,o,1,5,5.8,2,2,0
home,drone,1,0,0,hom,3,o,1,4,9.13,dron,4,o,1,5,5.8,3,3,0
phone,drone,4,0,1,fon,3,o,1,5,7.19,dron,4,o,1,5,5.8,2,2,2
throne,drone,3,0,1,Tron,4,o,1,6,2.78,dron,4,o,1,5,5.8,2,1,2
zone,drone,1,0,1,zon,3,o,1,4,7.98,dron,4,o,1,5,5.8,2,2,0
dull,drool,1,0,0,dVl,3,?,1,4,8,drul,4,u,1,5,4.9,3,2,0
pool,drool,7,0,1,pul,3,u,1,4,8.47,drul,4,u,1,5,4.9,2,2,3
spool,drool,5,0,1,spul,4,u,1,5,6.57,drul,4,u,1,5,4.9,2,2,3
wool,drool,1,0,0,wUl,3,U,1,4,8.72,drul,4,u,1,5,4.9,2,3,0
coup,droop,1,0,0,ku,2,u,1,4,6.03,drup,4,u,1,5,7.4,3,3,0
hoop,droop,1,0,1,hup,3,u,1,4,7.52,drup,4,u,1,5,7.4,2,2,0
soup,droop,3,0,1,sup,3,u,1,4,7.49,drup,4,u,1,5,7.4,3,2,2
cop,drop,4,0,1,kAp,3,A,1,3,7.78,drAp,4,A,1,4,7.9,2,2,2
drip,drop,4,1,0,drIp,4,I,1,4,8.52,drAp,4,A,1,4,7.9,1,1,2
mop,drop,1,0,1,mAp,3,A,1,3,7.82,drAp,4,A,1,4,7.9,2,2,0
prop,drop,8,0,1,prAp,4,A,1,4,7.15,drAp,4,A,1,4,7.9,1,1,3
squat,drop,1,0,0,skwAt,5,A,1,5,5.77,drAp,4,A,1,4,7.9,5,4,0
swap,drop,2,0,1,swAp,4,A,1,4,7.26,drAp,4,A,1,4,7.9,3,2,1
draft,drought,1,0,0,draft,5,a,1,5,7.54,draUt,4,aU,1,7,7.6,4,1,0
scout,drought,3,0,1,skaUt,4,aU,1,5,7.08,draUt,4,aU,1,7,7.6,4,2,2
dove,drove,3,0,1,dVv,3,?,1,4,7.77,drov,4,o,1,5,8.5,1,2,2
drive,drove,2,1,0,draIv,4,aI,1,5,8.81,drov,4,o,1,5,8.5,1,2,1
robe,drove,1,0,0,rob,3,o,1,4,6.8,drov,4,o,1,5,8.5,2,2,0
vogue,drove,1,0,0,vog,3,o,1,5,7.48,drov,4,o,1,5,8.5,4,3,0
brown,drown,1,0,1,braUn,4,aU,1,5,6.91,draUn,4,aU,1,5,9,1,1,0
crown,drown,7,0,1,kraUn,4,aU,1,5,7.8,draUn,4,aU,1,5,9,1,1,3
frown,drown,5,0,1,fraUn,4,aU,1,5,8.8,draUn,4,aU,1,5,9,1,1,3
noun,drown,2,0,1,naUn,3,aU,1,4,6.02,draUn,4,aU,1,5,9,3,2,1
found,drowned,1,0,1,faUnd,4,aU,1,5,8.72,draUnd,5,aU,1,7,4.8,4,2,0
judge,drudge,2,0,1,dZVdZ,3,?,1,5,5.05,drVdZ,4,?,1,6,5.7,2,1,1
drag,drug,1,0,0,drag,4,a,1,4,7.03,drVg,4,?,1,4,6.4,1,1,0
mug,drug,1,0,1,mVg,3,?,1,3,7.8,drVg,4,?,1,4,6.4,2,2,0
slug,drug,1,0,1,slVg,4,?,1,4,6.96,drVg,4,?,1,4,6.4,2,2,0
come,drum,2,0,1,kVm,3,?,1,4,8.87,drVm,4,?,1,4,5.9,4,2,1
hum,drum,9,0,1,hVm,3,?,1,3,7.39,drVm,4,?,1,4,5.9,2,2,3
plum,drum,2,0,1,plVm,4,?,1,4,7.49,drVm,4,?,1,4,5.9,2,2,1
scum,drum,3,0,1,skVm,4,?,1,4,4.72,drVm,4,?,1,4,5.9,2,2,2
sum,drum,2,0,1,sVm,3,?,1,3,7.79,drVm,4,?,1,4,5.9,2,2,1
drink,drunk,2,1,0,drINk,5,I,1,5,5.11,drVNk,5,?,1,5,6.9,1,1,1
flunk,drunk,1,0,1,flVNk,5,?,1,5,5.57,drVNk,5,?,1,5,6.9,2,2,0
skunk,drunk,4,0,1,skVNk,5,?,1,5,5.06,drVNk,5,?,1,5,6.9,2,2,2
cry,dry,4,0,1,kraI,3,?,1,3,7.87,draI,3,?,1,3,8.2,1,1,2
fry,dry,4,0,1,fraI,3,?,1,3,7.82,draI,3,?,1,3,8.2,1,1,2
rye,dry,2,0,1,raI,2,a,1,3,6.88,draI,3,?,1,3,8.2,2,1,1
sigh,dry,1,0,1,saI,2,aI,1,4,9.02,draI,3,?,1,3,8.2,4,2,0
tie,dry,2,0,1,taI,2,aI,1,3,8.69,draI,3,?,1,3,8.2,3,2,1
cub,dub,1,0,1,kVb,3,?,1,3,8.44,dVb,3,?,1,3,7.9,1,1,0
pub,dub,2,0,1,pVb,3,?,1,3,7.75,dVb,3,?,1,3,7.9,1,1,1
scrub,dub,4,1,1,skrVb,5,?,1,5,5.4,dVb,3,?,1,3,7.9,3,3,2
tub,dub,1,0,1,tVb,3,?,1,3,7.53,dVb,3,?,1,3,7.9,1,1,0
chuck,duck,7,0,1,tSVk,3,?,1,5,7.34,dVk,3,?,1,4,7.8,2,2,3
dock,duck,1,0,0,dAk,3,A,1,4,8.11,dVk,3,?,1,4,7.8,1,1,0
muck,duck,4,0,1,mVk,3,?,1,4,8.17,dVk,3,?,1,4,7.8,1,1,2
puck,duck,5,0,1,pVk,3,?,1,4,7.82,dVk,3,?,1,4,7.8,1,1,3
stuck,duck,1,0,1,stVk,4,?,1,5,7.78,dVk,3,?,1,4,7.8,2,2,0
truck,duck,3,0,1,trVk,4,?,1,5,8.83,dVk,3,?,1,4,7.8,2,2,2
shuck,duct,1,0,0,SVk,3,?,1,5,8.64,dVkt,4,?,1,4,7.6,3,2,0
bud,dud,2,0,1,bVd,3,?,1,3,8.74,dVd,3,?,1,3,8.1,1,1,1
mud,dud,10,0,1,mVd,3,?,1,3,7.29,dVd,3,?,1,3,8.1,1,1,3
suds,dud,1,0,0,sVdz,4,?,1,4,6.04,dVd,3,?,1,3,8.1,2,2,0
due,dude,1,0,0,du,2,u,1,3,8.32,dud,3,u,1,4,7,1,1,0
flood,dude,1,0,0,flVd,4,?,1,5,10.04,dud,3,u,1,4,7,5,3,0
good,dude,1,0,0,gUd,3,U,1,4,8.03,dud,3,u,1,4,7,4,2,0
mood,dude,2,0,1,mud,3,u,1,4,8.7,dud,3,u,1,4,7,4,1,1
shrewd,dude,1,0,1,Srud,4,u,1,6,3.99,dud,3,u,1,4,7,5,2,0
blue,due,1,0,1,blu,3,?,1,4,6.29,du,2,?,1,3,8.3,2,2,0
dew,due,2,0,1,du,2,?,1,3,8.4,du,2,?,1,3,8.3,2,0,1
doe,due,1,0,0,do,2,?,1,3,8.45,du,2,?,1,3,8.3,1,1,0
few,due,2,0,1,fju,3,?,1,3,7.63,du,2,?,1,3,8.3,3,2,1
hue,due,4,0,1,hju,3,?,1,3,8.02,du,2,?,1,3,8.3,1,2,2
TRUE,due,1,0,1,tru7,3,?,1,4,6.39,du,2,?,1,3,8.3,4,3,0
mule,duel,1,0,1,mjul,4,u,1,4,7.03,du@l,4,u@,1,4,8.5,3,3,0
dig,dug,3,1,0,dIg,3,I,1,3,8.35,dVg,3,?,1,3,7.8,1,1,2
plug,dug,1,0,1,plVg,4,?,1,4,8.89,dVg,3,?,1,3,7.8,2,2,0
rug,dug,1,0,1,rVg,3,?,1,3,7.39,dVg,3,?,1,3,7.8,1,1,0
puke,duke,11,0,1,pjuk,4,u,1,4,6.68,duk,3,u,1,4,6.8,1,2,3
dill,dull,1,0,0,dIl,3,I,1,4,9.05,dVl,3,?,1,4,8,1,1,0
lull,dull,9,0,1,lVl,3,?,1,4,7.63,dVl,3,?,1,4,8,1,1,3
skull,dull,5,0,1,skVl,4,?,1,5,6.29,dVl,3,?,1,4,8,2,2,3
blonde,dumb,1,1,0,blAnd,5,A,1,6,5.08,dVm,3,?,1,4,8.2,6,5,0
crumb,dumb,5,0,1,krVm,4,?,1,5,4.68,dVm,3,?,1,4,8.2,2,2,3
dump,dumb,2,0,0,dVmp,4,?,1,4,7.93,dVm,3,?,1,4,8.2,1,1,1
gum,dumb,4,0,0,gVm,3,?,1,3,7.71,dVm,3,?,1,4,8.2,2,1,2
lump,dumb,1,0,0,lVmp,4,?,1,4,8,dVm,3,?,1,4,8.2,2,2,0
rum,dumb,7,0,1,rVm,3,?,1,3,7.49,dVm,3,?,1,4,8.2,2,1,3
slum,dumb,3,0,1,slVm,4,?,1,4,6.85,dVm,3,?,1,4,8.2,3,2,2
sum,dumb,5,0,1,sVm,3,?,1,3,7.79,dVm,3,?,1,4,8.2,2,1,3
bump,dump,1,0,1,bVmp,4,?,1,4,7.13,dVmp,4,?,1,4,7.9,1,1,0
lump,dump,5,0,1,lVmp,4,?,1,4,8,dVmp,4,?,1,4,7.9,1,1,3
shrimp,dump,1,0,0,SrImp,5,I,1,6,4.04,dVmp,4,?,1,4,7.9,4,3,0
truck,dump,1,1,0,trVk,4,?,1,5,8.83,dVmp,4,?,1,4,7.9,4,4,0
shun,dun,2,0,1,SVn,3,?,1,4,6.44,dVn,3,?,1,3,8.6,2,1,1
once,dunce,10,0,1,wVns,4,?,1,4,0,dVns,4,?,1,5,7.9,2,1,3
prune,dune,7,0,1,prun,4,u,1,5,6.73,dun,3,u,1,4,7.5,2,2,3
hung,dung,2,0,1,hVN,3,?,1,4,7.73,dVN,3,?,1,4,7.3,1,1,1
rung,dung,1,0,1,rVN,3,?,1,4,8,dVN,3,?,1,4,7.3,1,1,0
bunk,dunk,1,0,1,bVNk,4,?,1,4,7.21,dVNk,4,?,1,4,7.3,1,1,0
drunk,dunk,1,0,1,drVNk,5,?,1,5,6.87,dVNk,4,?,1,4,7.3,1,1,0
junk,dunk,1,0,1,dZVNk,4,?,1,4,7.47,dVNk,4,?,1,4,7.3,1,1,0
must,dunk,1,0,0,mVst,4,?,1,4,8.1,dVNk,4,?,1,4,7.3,3,3,0
trunk,dunk,5,0,1,trVNk,5,?,1,5,8.1,dVNk,4,?,1,4,7.3,2,2,3
loop,dupe,2,0,1,lup,3,u,1,4,7.11,dup,3,u,1,4,7.6,4,1,1
desk,dusk,3,0,0,dEsk,4,E,1,4,9.51,dVsk,4,?,1,4,7.1,1,1,2
mosque,dusk,1,0,0,mAsk,4,A,1,6,5.71,dVsk,4,?,1,4,7.1,5,2,0
rust,dusk,1,0,0,rVst,4,?,1,4,8.56,dVsk,4,?,1,4,7.1,2,2,0
crust,dust,1,0,1,krVst,5,?,1,5,6.32,dVst,4,?,1,4,8,2,2,0
lust,dust,5,0,1,lVst,4,?,1,4,9.59,dVst,4,?,1,4,8,1,1,3
pus,dust,1,0,0,pVs,3,?,1,3,8.16,dVst,4,?,1,4,8,2,2,0
crutch,dutch,3,0,1,krVtS,4,?,1,6,6.24,dVtS,3,?,1,5,6.9,2,2,2
douche,dutch,1,0,0,duS,3,u,1,6,6.13,dVtS,3,?,1,5,6.9,3,2,0
such,dutch,1,0,1,sVtS,3,?,1,4,10.13,dVtS,3,?,1,5,6.9,2,1,0
scarf,dwarf,1,0,0,skArf,5,A,1,5,4.71,dwOrf,5,O,1,5,0,2,3,0
sell,dwell,1,0,1,sEl,3,E,1,4,9.51,dwEl,4,E,1,5,6.3,2,2,0
buy,dye,2,0,1,baI,2,a,1,3,9.73,daI,2,aI,1,3,8.4,3,1,1
day,dye,1,0,0,de,2,e,1,3,9.23,daI,2,aI,1,3,8.4,2,2,0
eye,dye,5,0,1,aI,1,aI,1,3,6.59,daI,2,aI,1,3,8.4,1,1,3
fry,dye,2,0,1,fraI,3,?,1,3,7.82,daI,2,aI,1,3,8.4,3,2,1
lie,dye,4,0,1,laI,2,a,1,3,8.18,daI,2,aI,1,3,8.4,2,1,2
shy,dye,2,0,1,SaI,2,a,1,3,8.78,daI,2,aI,1,3,8.4,3,1,1
sky,dye,1,0,1,skaI,3,?,1,3,8.55,daI,2,aI,1,3,8.4,3,2,0
sty,dye,2,0,1,staI,3,?,1,3,9.1,daI,2,aI,1,3,8.4,3,2,1
beach,each,5,0,1,bitS,3,i,1,5,7.91,itS,2,i,1,4,7.5,1,1,3
breach,each,2,0,1,britS,4,i,1,6,7.25,itS,2,i,1,4,7.5,2,2,1
peach,each,3,0,1,pitS,3,i,1,5,8.38,itS,2,i,1,4,7.5,1,1,2
preach,each,2,0,1,pritS,4,i,1,6,3.93,itS,2,i,1,4,7.5,2,2,1
teach,each,5,0,1,titS,3,i,1,5,7.71,itS,2,i,1,4,7.5,1,1,3
beam,ear,1,0,0,bim,3,i,1,4,8.21,Ir,2,I,1,3,9.6,2,3,0
beard,ear,5,0,0,bIrd,4,I,1,5,8.72,Ir,2,I,1,3,9.6,2,2,3
